# RA           DEC         
  274.03433227 42.685585021
  122.25296020 20.758527755
  29.827041625 -29.43275070
  75.974       -29.601583  
  318.12145996 -30.69452857
  246.30987548 -0.318527787
  334.963083   0.643167    
  334.21525    0.64325     
  333.966125   -0.355083   
  334.713792   -0.354306   
  334.713458   -0.104444   
  218.6635     -36.313583  
  248.661708   40.337583   
  33.827708    -3.70775    
  119.73366546 16.253528594
  140.3455     29.660833   
  140.499375   29.981639   
  139.151167   29.267944   
  138.929208   29.892806   
  139.53642272 30.514083862
  287.8215     -57.024667  
  140.01820373 1.0113888978
  74.746871948 -0.508472204
  300.898667   -55.966083  
  248.33474731 47.289222717
  248.37600708 47.294666290
  248.35708618 47.344833374
  248.31929016 47.337055206
  32.363414764 34.462081909
  239.15533447 -22.00200080
  201.339333   -38.44225   
  201.339042   -38.442194  
  201.337917   -38.443     
  201.336208   -38.443028  
  147.244875   0.345361    
  24.314917    -45.671111  
  27.284416198 13.072083473
  234.619333   59.339444   
  179.575167   28.164528   
  56.635917663 -3.985916614
  325.088375   -23.67625   
  113.09937286 31.607000350
  234.90458679 34.450805664
  137.31288146 10.947999954
  267.54547119 35.103195190
  177.434458   -12.285833  
  227.8855     7.223806    
  251.53132629 42.431915283
  251.51258850 42.485973358
  228.97378540 56.330276489
  228.96850585 56.328639984
  217.74470520 32.890499114
  218.38157653 35.737251281
  36.037498474 -73.92644500
  237.08425    35.163694   
  237.097167   35.169167   
  67.197082519 -37.95685958
  45.972915649 -62.21811294
  224.35383605 -35.62488937
  313.19049072 -61.19947052
  137.228417   14.663639   
  255.595167   -0.985111   
  82.819833    -75.204028  
  41.590167    -20.562167  
  336.344375   -25.401417  
  216.38092041 -1.472416639
  40.112458    -59.783833  
  324.451583   -60.115083  
  307.671333   -56.61475   
  308.1175     -56.472833  
  49.265917    -59.594806  
  305.57575    -63.409083  
  321.096333   -61.392667  
  329.92126464 -62.73814010
  44.396583    -57.527361  
  61.006710052 -57.34144592
  326.41195678 -56.74085998
  304.41513061 -62.96424865
  83.083208    -11.523056  
  169.189458   40.471639   
  218.720708   3.6185      
  248.01125    24.6015     
  158.16725    65.067833   
  185.953083   58.271611   
  179.020083   56.850417   
  31.388833    -58.475778  
  310.00570678 -57.41860961
  324.15933227 -63.11841583
  37.581125    -60.462333  
  61.697042    -54.893306  
  38.192       -58.317944  
  56.135542    -54.865056  
  77.879917    -51.920778  
  314.255667   -55.007972  
  107.87787628 44.043056488
  203.27903747 14.646082878
  52.249958038 5.3619446754
  88.197583    -21.036222  
  308.727792   -35.83175   
  328.49625    -57.83725   
  333.65925    -10.388667  
  334.578125   -65.201667  
  2.809208     -28.839278  
  52.121625    -55.733778  
  168.350458   2.514639    
  288.132875   -75.264444  
  308.701875   -34.091917  
  323.544875   -13.46225   
  326.042875   -56.637167  
  326.455042   -10.086806  
  326.63725    -57.29875   
  329.668208   -60.408694  
  334.088083   -9.35625    
  334.547542   -3.818472   
  348.22583007 -21.61849975
  349.00424194 -20.44191741
  356.090917   -4.383611   
  7.623958     -53.401472  
  37.316333    -33.519083  
  50.545833    -41.343972  
  63.452583    -38.09275   
  84.542667    -20.606889  
  87.1875      -21.89225   
  97.785292    -56.168222  
  159.928458   -8.655833   
  248.487042   -7.671222   
  336.4865     -6.619833   
  340.765667   -64.476472  
  336.48825    -6.615972   
  37.168667    -4.166583   
  37.334042    -4.500333   
  37.502333    -4.167306   
  37.6685      -4.500278   
  37.836208    -4.166083   
  38.002458    -4.500972   
  38.170583    -4.167139   
  38.339125    -4.499861   
  38.505625    -4.165889   
  38.670625    -4.502778   
  37.173667    -4.82725    
  37.293542    -5.127361   
  37.505292    -4.831278   
  37.622958    -5.131778   
  37.83775     -4.833583   
  37.956708    -5.133306   
  38.170625    -4.834417   
  38.290917    -5.134111   
  38.505792    -4.833472   
  36.619583    -5.804111   
  36.954417    -5.804556   
  37.289583    -5.804194   
  38.628542    -5.804028   
  33.548083    -4.199583   
  33.212875    -4.200194   
  32.878917    -4.199167   
  32.5445      -4.199361   
  32.210292    -4.200194   
  31.875875    -4.199306   
  31.541667    -4.20075    
  31.20825     -4.199917   
  30.874458    -4.199972   
  30.539417    -4.200111   
  33.331333    -4.534667   
  32.997       -4.534639   
  32.662583    -4.534667   
  32.328458    -4.534778   
  31.659643    -4.534361   
  31.993125    -4.53475    
  31.324917    -4.534722   
  30.99125     -4.534472   
  30.656542    -4.534556   
  32.537042    -4.835583   
  32.202792    -4.835417   
  31.868042    -4.835917   
  33.541208    -4.857528   
  33.207125    -4.836361   
  33.268375    -5.16625    
  32.912208    -5.16675    
  32.576708    -5.166944   
  32.2415      -5.166389   
  31.907583    -5.166472   
  31.573125    -5.166944   
  31.237708    -5.166611   
  30.903708    -5.166861   
  30.568917    -5.166611   
  30.234458    -5.166306   
  33.614125    -5.801722   
  33.997708    -5.83425    
  33.830167    -6.164778   
  33.494875    -6.165694   
  33.159917    -6.165222   
  32.82475     -6.165333   
  32.48875     -6.165111   
  32.153375    -6.165778   
  31.818375    -6.165611   
  31.482208    -6.165417   
  31.147625    -6.165056   
  32.658       -6.4995     
  32.319       -6.499167   
  31.102708    -7.456167   
  31.442042    -7.454833   
  31.779417    -7.455194   
  31.60275     -6.464611   
  31.267542    -6.464389   
  30.932333    -6.464528   
  30.767167    -6.130417   
  30.596417    -6.463806   
  30.430958    -6.130194   
  32.104583    -6.79775    
  31.934458    -7.131361   
  31.769292    -6.797806   
  31.43375     -6.797222   
  31.263125    -7.131      
  31.097917    -6.79775    
  30.927458    -7.131222   
  30.75825     -6.799      
  30.587292    -7.134333   
  348.443792   -54.307472  
  348.152917   -54.05775   
  348.681042   -53.916333  
  348.152625   -53.74975   
  348.676292   -53.607194  
  349.197542   -53.462194  
  349.357125   -53.084222  
  348.76625    -53.274611  
  348.667125   -52.986389  
  348.202208   -53.37875   
  351.250333   -52.542333  
  350.720917   -52.398722  
  350.280333   -52.5415    
  350.319333   -52.814139  
  349.699292   -52.69075   
  349.163625   -52.810306  
  349.176875   -52.525889  
  349.689292   -52.37775   
  350.197792   -52.225472  
  350.705875   -52.070917  
  351.739542   -52.380556  
  352.245083   -52.331111  
  352.756708   -52.411806  
  353.315792   -52.421889  
  353.938708   -52.679611  
  354.389208   -52.494806  
  354.393167   -52.812556  
  355.067083   -52.964889  
  355.127125   -53.230167  
  355.621625   -53.103806  
  355.574375   -52.790361  
  356.128917   -52.927083  
  356.685792   -53.059306  
  356.132208   -53.253028  
  356.180542   -53.550667  
  356.738958   -53.371833  
  357.303167   -53.502833  
  356.789083   -53.693083  
  356.360458   -53.877611  
  356.82225    -54.032444  
  356.8985     -54.313583  
  356.384333   -54.815861  
  356.337542   -55.097694  
  355.981125   -55.284361  
  356.539792   -55.416833  
  357.126458   -55.546917  
  356.993792   -55.228333  
  357.010375   -54.933028  
  355.380625   -55.738083  
  355.865458   -55.554222  
  355.96675    -55.873222  
  356.501375   -55.700472  
  356.556875   -56.006028  
  357.091333   -55.830444  
  357.15025    -56.134972  
  354.402792   -56.070639  
  354.888583   -56.209389  
  354.932875   -56.512722  
  355.527333   -56.649389  
  355.478125   -56.345444  
  355.429125   -56.041778  
  356.019875   -56.176639  
  356.072042   -56.480611  
  356.613208   -56.309222  
  356.6695     -56.611667  
  344.434167   -1.645611   
  344.316      -1.439222   
  251.153      57.587472   
  251.152333   57.580444   
  251.153625   57.573      
  251.158417   57.566472   
  251.189708   57.553028   
  251.20075    57.552167   
  251.215792   57.552917   
  251.227042   57.554694   
  251.23575    57.557083   
  251.242875   57.562472   
  251.25225    57.565833   
  291.257667   -49.453028  
  290.271583   -45.833694  
  55.712375    -8.690972   
  73.663125    -20.271667  
  30.0605      -24.913     
  201.16025    -35.253639  
  71.673       -37.068806  
  34.904333    -19.264194  
  315.191375   -33.126833  
  120.196375   11.180944   
  278.315542   -65.562278  
  133.694917   20.136306   
  314.606125   5.209306    
  314.606083   5.209667    
  144.331625   15.818944   
  172.097292   58.586944   
  97.733292    -60.501528  
  136.918875   13.991056   
  226.28570556 3.4147777557
  165.60487365 22.628360748
  174.77366638 19.605361938
  174.24884033 19.950471878
  50.941123962 -37.50697326
  195.76416015 -41.73110961
  22.060499191 -52.64291763
  278.06112670 -62.94549942
  335.81228637 -28.96238899
  333.63232421 -17.04461097
  257.00845336 29.973806381
  277.37924194 46.168498992
  112.20774841 33.845359802
  187.88995361 1.6088610887
  142.12829589 18.834444046
  266.14584350 -76.35722351
  322.67642211 -64.95835876
  43.543457031 -60.86908340
  94.132499694 -39.78072357
  81.416168212 -47.24830627
  347.86453247 3.6600277423
  347.83786010 3.6050000190
  4.8818750381 3.6288888454
  184.94462585 -3.303416728
  16.375875473 -24.66855621
  332.91699218 -3.814222335
  17.659250259 -46.07555389
  60.936626434 -43.35380554
  168.97766113 1.4686111211
  351.87884521 -10.92386150
  127.43991851 33.933612823
  17.334457397 14.348083496
  163.13179016 10.634444236
  65.407752990 -15.98263931
  227.06741333 57.902000427
  73.672836303 -20.28563880
  290.27212524 -45.85044479
  213.68463134 54.769111633
  163.23445129 24.225528717
  30.052000045 -24.92024993
  215.18174743 39.908889770
  229.59729003 29.452110290
  71.664749145 -37.06611251
  239.14488220 44.659942626
  259.29437255 24.068082809
  53.949291229 -6.978610992
  177.41017150 22.395721435
  356.15252685 -42.72458267
  333.72399902 -14.00677776
  12.279083251 -24.68452835
  137.78291320 17.781528472
  213.68466186 54.769443511
  24.338125228 -8.466055870
  30.051042556 -24.91983413
  18.610250473 -33.92597198
  159.64654541 1.7952221632
  273.59637451 34.187362670
  269.04858398 58.206722259
  37.336082458 31.658000946
  36.671417236 20.515638351
  170.01150512 6.6616945266
  170.01199340 6.6618332862
  170.01213073 6.6620001792
  139.71150207 -12.38016700
  139.34866333 -11.86469459
  139.26370239 -12.30608367
  301.95468139 -44.55710983
  302.00842285 -44.59864044
  154.91792297 -9.833305358
  334.78466796 12.152583122
  37.109333038 -9.813555717
  120.33054351 -80.94738769
  244.82383728 41.063415527
  314.56112670 5.2447500228
  137.71542358 38.827136993
  322.34420776 -7.692916870
  94.589752197 -71.0       
  94.593666076 -70.99202728
  233.96037292 -28.80822181
  251.25341796 57.569442749
  251.25517272 57.573028564
  335.81307983 -28.96177864
  145.70767211 9.5201387405
  63.624584197 -58.80430603
  248.05754089 -86.69838714
